Time;"device ID";Latitude;Longitude;Altitude;Speed;Degrees;Direction;Status;"Last RX time"
1668626247;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626279;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626310;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626341;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626374;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626408;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626439;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626471;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626500;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626532;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626562;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626593;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626625;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626658;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626688;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626718;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626751;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626782;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626815;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626848;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626880;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626912;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626942;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668626975;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627006;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627036;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627068;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627098;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627131;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627161;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627193;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627225;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627255;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627284;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627317;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627348;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627379;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627408;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627449;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
1668627481;1;51.998558955764;4.3735751509666;2147483.647;2147483.647;10;NE;1;0
