did,tmTTN,tmdata,lat,lng,alt,spd,deg,dir,satNum,rxs,voltageBattery,voltageSolar,txCount,rxCount,txPeriodMinutes,charging
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,,0,666,666,4602.158,0,0,N,0,1,,,,,,
2,,0,666,666,4601.646,0,0,N,0,1,,,,,,
2,,0,666,666,4600.622,0,0,N,0,1,,,,,,
2,,0,666,666,4600.11,0,0,N,0,1,,,,,,
2,,0,666,666,4601.646,0,0,N,0,1,,,,,,
2,,0,666,666,4602.158,0,0,N,0,1,,,,,,
2,,0,666,666,4600.11,0,0,N,0,1,,,,,,
2,,0,666,666,4601.134,0,0,N,0,1,,,,,,
2,,0,666,666,4601.134,0,0,N,0,1,,,,,,
2,,0,666,666,4600.11,0,0,N,0,1,,,,,,
2,,0,666,666,4600.878,0,0,N,0,1,,,,,,
2,,0,666,666,4600.366,0,0,N,0,1,,,,,,
2,,0,666,666,4600.878,0,0,N,0,1,,,,,,
2,,0,666,666,4599.854,0,0,N,0,1,,,,,,
2,,0,666,666,4601.902,0,0,N,0,1,,,,,,
2,,0,666,666,4600.878,0,0,N,0,1,,,,,,
2,,0,666,666,4601.39,0,0,N,0,1,,,,,,
2,,0,666,666,4601.39,0,0,N,0,1,,,,,,
2,,0,666,666,4600.366,0,0,N,0,1,,,,,,
2,,0,666,666,4601.39,0,0,N,0,1,,,,,,
2,,0,666,666,4600.366,0,0,N,0,1,,,,,,
2,,0,666,666,4600.878,0,0,N,0,1,,,,,,
2,,0,666,666,4600.11,0,0,N,0,1,,,,,,
2,,0,666,666,4602.158,0,0,N,0,1,,,,,,
2,,0,666,666,4601.902,0,0,N,0,1,,,,,,
2,,0,666,666,4600.366,0,0,N,0,1,,,,,,
2,,0,666,666,4601.902,0,0,N,0,1,,,,,,
2,,0,666,666,4601.39,0,0,N,0,1,,,,,,
2,,0,666,666,4600.878,0,0,N,0,1,,,,,,
2,,0,666,666,4601.902,0,0,N,0,1,,,,,,
2,,0,666,666,4601.646,0,0,N,0,1,,,,,,
2,,0,666,666,4601.134,0,0,N,0,1,,,,,,
2,,0,666,666,4600.11,0,0,N,0,1,,,,,,
2,,0,666,666,4601.39,0,0,N,0,1,,,,,,
2,,0,666,666,4601.39,0,0,N,0,1,,,,,,
2,,0,666,666,4600.366,0,0,N,0,1,,,,,,
2,,0,666,666,4599.854,0,0,N,0,1,,,,,,
2,,0,666,666,4600.878,0,0,N,0,1,,,,,,
2,,0,666,666,4601.646,0,0,N,0,1,,,,,,
2,,0,666,666,4601.39,0,0,N,0,1,,,,,,
2,,0,666,666,4600.11,0,0,N,0,1,,,,,,
2,,0,666,666,4602.158,0,0,N,0,1,,,,,,
2,,0,666,666,4600.878,0,0,N,0,1,,,,,,
,,,,,,,,,,,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
,,,,,,,,,,,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,666,666,4601.134,0,0,N,0,1,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
,,,,,,,,,,,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,0,0,0,0,0,N,0,2,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
2,,0,666,666,-666,-666,0,N,0,1,,,,,,
